,Facility Name,Permit Number,Permit Status,Permit Type,City,County,Violation Date,Is Addressed,Category,Type,Parameter,Units,Statistical Base,Measurement Value,Benchmark/Limit,Violation Notes,Violation Override,Feature Name,ViolationId,FacilityId,lat,lon
622,Tower Rock Products - Tebo Pit,WAG501391,Active,Sand and Gravel GP,BATTLE GROUND,Clark,7/1/2020,N/A,Monitoring Violations,Frequency of Sampling Violation,Turbidity (Nephelometric) (Measured),NTU,Month 3 Average, ,50 / 50, , ,SWA,1639479,4245850,45.8037948608398,-122.585189819336
623,PORT ANGELES STP,WA0023973,Active,Municipal NPDES IP,Port Angeles,Clallam,7/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Zinc (Total),Micrograms/L (ug/L),Single Sample, , , , ,001,1631976,6411556,48.11113,-123.40215
624,Tower Rock Products - Tebo Pit,WAG501391,Active,Sand and Gravel GP,BATTLE GROUND,Clark,7/1/2020,N/A,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion),Standard Units,Single Sample, ,8.5 / 8.5, , , ,1639476,4245850,45.8037948608398,-122.585189819336
625,Tower Rock Products - Tebo Pit,WAG501391,Active,Sand and Gravel GP,BATTLE GROUND,Clark,7/1/2020,N/A,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion),Standard Units,Single Sample, ,8.5 / 8.5, , , ,1639478,4245850,45.8037948608398,-122.585189819336
626,Tower Rock Products - Tebo Pit,WAG501391,Active,Sand and Gravel GP,BATTLE GROUND,Clark,7/1/2020,N/A,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion),Standard Units,Single Sample, ,8.5 / 8.5, , , ,1639480,4245850,45.8037948608398,-122.585189819336
627,PORT ANGELES STP,WA0023973,Active,Municipal NPDES IP,Port Angeles,Clallam,7/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Vinyl Chloride,Micrograms/L (ug/L),Single Sample, , , , ,001,1631951,6411556,48.11113,-123.40215
628,Tower Rock Products - Tebo Pit,WAG501391,Active,Sand and Gravel GP,BATTLE GROUND,Clark,7/1/2020,N/A,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion),Standard Units,Single Sample, ,8.5 / 8.5, , , ,1639475,4245850,45.8037948608398,-122.585189819336
629,Tower Rock Products - Tebo Pit,WAG501391,Active,Sand and Gravel GP,BATTLE GROUND,Clark,7/1/2020,N/A,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion),Standard Units,Single Sample, ,8.5 / 8.5, , , ,1639477,4245850,45.8037948608398,-122.585189819336
630,Encon Northwest LLC,WAG501014,Active,Sand and Gravel GP,CAMAS,Clark,7/1/2020,N/A,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion),Standard Units,Single Sample, ,8.5 / 8.5, , ,G02A,1639633,70983458,45.5811424255371,-122.42813873291
631,FLEISCHMANNS VINEGAR,WA0038598,Active,Industrial NPDES IP,SUMNER,Pierce,7/1/2020,No,Reporting Violations,Failure to Submit DMRs, , , , , , , ,001,1639595,85671776,47.2097434997559,-122.239387512207
632,FLEISCHMANNS VINEGAR,WA0038598,Active,Industrial NPDES IP,SUMNER,Pierce,7/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1639596,85671776,47.2097434997559,-122.239387512207
633,NATIONAL FROZEN FOODS,ST0006122,Active,Industrial to ground SWDP IP,CHEHALIS,Lewis,7/1/2020,Yes,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total suspended (TSS)),Milligrams/L (mg/L),Single Sample, , , , ,001,1630521,485225,46.6655616760254,-122.972503662109
634,CLALLAM BAY STP,WA0024431,Active,Municipal NPDES IP,CLALLAM BAY,Clallam,6/30/2020,N/A,Reporting Violations,"Failure to submit required report (non-DMR, non-pretreatment)", , , , , , , , ,1630763,2152007,48.2574882507324,-124.252639770508
635,East County Materials,WAG501058,Active,Sand and Gravel GP,VANCOUVER,Clark,6/30/2020,N/A,Effluent Violations,Numeric effluent violation, , , ,8.62, , , , ,1625300,971660,45.6315269470215,-122.483558654785
636,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,6/27/2020,No,Effluent Violations,Numeric effluent violation, , , ,33.1, , , , ,1625967,17635,47.464685,-122.809039
637,FLEISCHMANNS VINEGAR,WA0038598,Active,Industrial NPDES IP,SUMNER,Pierce,7/1/2020,No,Monitoring Violations,Analysis not Conducted, , , , , , , , ,1639597,85671776,47.2097434997559,-122.239387512207
638,NATIONAL FROZEN FOODS,ST0006122,Active,Industrial to ground SWDP IP,CHEHALIS,Lewis,7/1/2020,Yes,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total suspended (TSS)),Milligrams/L (mg/L),Daily Maximum, , , , ,001,1630521,485225,46.6655616760254,-122.972503662109
639,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,6/30/2020,No,Effluent Violations,Numeric effluent violation, , , ,137.6, , , , ,1625966,17635,47.464685,-122.809039
640,LOTT Budd Inlet Water Reclamation Facility,WA0037061,Active,Reclaimed Water IP,OLYMPIA,Thurston,6/29/2020,No,Effluent Violations,Numeric effluent violation, , , ,200.5, , , , ,1625959,21397472,47.0489768981934,-122.898834228516
641,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,6/26/2020,No,Effluent Violations,Numeric effluent violation, , , ,36.4, , , , ,1625968,17635,47.464685,-122.809039
642,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,6/23/2020,No,Effluent Violations,Numeric effluent violation, , , ,41.13, , , , ,1625969,17635,47.464685,-122.809039
643,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,6/22/2020,No,Effluent Violations,Numeric effluent violation, , , ,123.6, , , , ,1625965,17635,47.464685,-122.809039
644,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,6/21/2020,No,Effluent Violations,Numeric effluent violation, , , ,3, , , , ,1625974,17635,47.464685,-122.809039
645,Chehalis Water Reclamation Facility,WA0021105,Active,Municipal NPDES IP,CHEHALIS,Lewis,6/14/2020,No,Effluent Violations,Numeric effluent violation, , , ,1859.6, , , , ,1625768,1226699,46.6664085388184,-122.982093811035
646,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,6/10/2020,No,Effluent Violations,Numeric effluent violation, , , ,0.961, , , , ,1625972,17635,47.464685,-122.809039
647,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,6/23/2020,No,Effluent Violations,Numeric effluent violation, , , ,2.86, , , , ,1625975,17635,47.464685,-122.809039
648,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,6/22/2020,No,Effluent Violations,Numeric effluent violation, , , ,1.63, , , , ,1625973,17635,47.464685,-122.809039
649,Chehalis Water Reclamation Facility,WA0021105,Active,Municipal NPDES IP,CHEHALIS,Lewis,6/16/2020,No,Effluent Violations,Numeric effluent violation, , , ,44.9, , , , ,1625766,1226699,46.6664085388184,-122.982093811035
650,Chehalis Water Reclamation Facility,WA0021105,Active,Municipal NPDES IP,CHEHALIS,Lewis,6/13/2020,No,Effluent Violations,Numeric effluent violation, , , ,72.9, , , , ,1625767,1226699,46.6664085388184,-122.982093811035
651,Granite Construction Vancouver Asphalt,WAG501067,Active,Sand and Gravel GP,Vancouver,Clark,6/9/2020,N/A,Warning Limit Exceedance,Warning Limit Exceedance, , , ,1, , , , ,1627840,6346,45.6223983764648,-122.48380279541
652,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,6/2/2020,No,Effluent Violations,Numeric effluent violation, , , ,49.6, , , , ,1625964,17635,47.464685,-122.809039
653,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,34.72, , , , ,1625971,17635,47.464685,-122.809039
654,Marine Park STP,WA0024368,Active,Municipal NPDES IP,VANCOUVER,Clark,6/1/2020,Yes,Design Criteria (85%),85% Design Criteria Warning (if exceeded for 3 consecutive months triggers permit action), , , ,23026.3, , , , ,1626063,67454656,45.6136093139648,-122.61669921875
655,Steelscape Washington LLC,WA0040851,Active,Industrial NPDES IP,KALAMA,Cowlitz,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,0.0570924, , , , ,1626105,75432985,46.0424613952637,-122.872833251953
656,BUCKLEY STP,WA0023361,Active,Municipal NPDES IP,Buckley,Pierce,6/1/2020,Yes,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,1041.41, , , , ,1626123,13318,47.1678498060318,-122.0345827061
657,Belfair Water & Wastewater Reclamation Facility,ST0006224,Active,Municipal to ground SWDP IP,Belfair,Mason,6/2/2020,No,Effluent Violations,Numeric effluent violation, , , ,28.31, , , , ,1625970,17635,47.464685,-122.809039
658,VANCOUVER WEST STP,WA0024350,Active,Municipal NPDES IP,VANCOUVER,Clark,6/1/2020,Yes,Design Criteria (85%),85% Design Criteria Warning (if exceeded for 3 consecutive months triggers permit action), , , ,48404.2, , , , ,1626062,26125282,45.6361465454102,-122.693817138672
659,Steelscape Washington LLC,WA0040851,Active,Industrial NPDES IP,KALAMA,Cowlitz,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,0.013, , , , ,1626104,75432985,46.0424613952637,-122.872833251953
660,Steelscape Washington LLC,WA0040851,Active,Industrial NPDES IP,KALAMA,Cowlitz,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,0.0561789, , , , ,1626106,75432985,46.0424613952637,-122.872833251953
661,BUCKLEY STP,WA0023361,Active,Municipal NPDES IP,Buckley,Pierce,6/1/2020,Yes,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,1159.11, , , , ,1626124,13318,47.1678498060318,-122.0345827061
662,CARBONADO STP,WA0020834,Active,Municipal NPDES IP,Carbonado,Pierce,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,35.8, , , , ,1626130,2391549,47.07876,-122.05938
663,VADER STP,WA0021083,Active,Municipal NPDES IP,Vader,Lewis,6/1/2020,No,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,136.6, , , , ,1625963,3642145,46.39669,-122.958121
664,NASELLE YOUTH CAMP STP,WA0023728,Active,Municipal NPDES IP,Naselle,Pacific,6/1/2020,Yes,Design Criteria (85%),85% Design Criteria Warning (if exceeded for 3 consecutive months triggers permit action), , , ,0.0771, , , , ,1624866,15763631,46.39194,-123.82631
665,Cowlitz County Headquarters Landfill,ST0006248,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,CASTLE ROCK,Cowlitz,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,590, , , , ,1625152,46954465,46.2464408874512,-122.791320800781
666,South Bend Products Chinook,WA0000159,Active,Industrial NPDES IP,CHINOOK,Pacific,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,30, , , , ,1625291,11157,46.2716369628906,-123.948333740234
667,VADER STP,WA0021083,Active,Municipal NPDES IP,Vader,Lewis,6/1/2020,No,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,313.55, , , , ,1625962,3642145,46.39669,-122.958121
668,NASELLE YOUTH CAMP STP,WA0023728,Active,Municipal NPDES IP,Naselle,Pacific,6/1/2020,Yes,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,83.275, , , , ,1624865,15763631,46.39194,-123.82631
669,Cowlitz County Headquarters Landfill,ST0006248,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,CASTLE ROCK,Cowlitz,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,590, , , , ,1625151,46954465,46.2464408874512,-122.791320800781
670,South Bend Products Chinook,WA0000159,Active,Industrial NPDES IP,CHINOOK,Pacific,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,30, , , , ,1625290,11157,46.2716369628906,-123.948333740234
671,CLALLAM BAY CORRECTION CENTER STP,WA0039845,Active,Municipal NPDES IP,Clallam Bay,Clallam,6/1/2020,Yes,Design Criteria (85%),85% Design Criteria Warning (if exceeded for 3 consecutive months triggers permit action), , , ,0.1048, , ,Permit defined exception/exemption, ,1625824,25143851,48.24488,-124.2942
672,SHELTON STP,WA0023345,Active,Municipal NPDES IP,Shelton,Mason,6/1/2020,Yes,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,2372.49, , , , ,1625842,74171645,47.20567,-123.07747
673,WOODBROOK STP,WA0023795,Active,Municipal NPDES IP,Kelso,Cowlitz,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,77.75, , , , ,1625895,8574399,46.20968,-122.8524
674,WOODBROOK STP,WA0023795,Active,Municipal NPDES IP,Kelso,Cowlitz,6/1/2020,No,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,175.75, , , , ,1625897,8574399,46.20968,-122.8524
675,TROUT SPRINGS CANYON FALLS,WA0039268,Active,Industrial NPDES IP,BONNEY LAKE,Pierce,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,80.985, , , , ,1625391,2718693,47.1439895629883,-122.218788146973
676,WINLOCK STP,WA0021199,Active,Municipal NPDES IP,Winlock,Lewis,6/1/2020,Yes,Monitoring Violations,Frequency of Sampling Violation, , , , , , , , ,1625454,9050,46.48219,-122.94541
677,KEMIRA CHEMICALS INC,ST0006164,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,WASHOUGAL,Clark,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,338, , , , ,1625893,68766465,45.5657997131348,-122.334686279297
678,WOODBROOK STP,WA0023795,Active,Municipal NPDES IP,Kelso,Cowlitz,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,262, , , , ,1625896,8574399,46.20968,-122.8524
679,Sequim Water Reclamation Facility,WA0022349,Active,Reclaimed Water IP,SEQUIM,Clallam,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,5.66, , , , ,1625388,16159642,48.0851898193359,-123.063575744629
680,TROUT SPRINGS CANYON FALLS,WA0039268,Active,Industrial NPDES IP,BONNEY LAKE,Pierce,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,80.985, , , , ,1625392,2718693,47.1439895629883,-122.218788146973
681,WINLOCK STP,WA0021199,Active,Municipal NPDES IP,Winlock,Lewis,6/1/2020,Yes,Monitoring Violations,Frequency of Sampling Violation, , , , , , , , ,1625455,9050,46.48219,-122.94541
682,ENUMCLAW STP,WA0020575,Active,Municipal NPDES IP,Enumclaw,King,6/1/2020,Yes,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,2794.07, , , , ,1625310,8774368,47.1890391663224,-122.004685766767
683,Paneltech,ST0006202,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,HOQUIAM,Grays Harbor,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,10, , , , ,1625347,7495494,46.9692611694336,-123.855529785156
684,ASSOCIATED PETROLEUM PRODUCTS INC,WA0038784,Active,Industrial NPDES IP,TACOMA,Pierce,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,219, , , , ,1625562,47616421,47.2441368103027,-122.401885986328
685,SUMNER STP,WA0023353,Active,Municipal NPDES IP,Sumner,Pierce,6/1/2020,Yes,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,6285.09, , , , ,1625568,36867252,47.19984,-122.25499
686,"Custom Seafood Services, Inc.",WA0002291,Active,Industrial NPDES IP,Tokeland,Pacific,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,197400, , , , ,1627891,6846,46.705204,-123.97796
687,ENUMCLAW STP,WA0020575,Active,Municipal NPDES IP,Enumclaw,King,6/1/2020,Yes,Design Criteria (85%),85% Design Criteria Warning (if exceeded for 3 consecutive months triggers permit action), , , ,2294.86, , , , ,1625311,8774368,47.1890391663224,-122.004685766767
688,Sunland Water Reclamation Facility,ST0006003,Active,Reclaimed Water IP,SEQUIM,Clallam,6/1/2020,Yes,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,345.08, , , , ,1625477,8898000,48.1174812316895,-123.099494934082
689,SUMNER STP,WA0023353,Active,Municipal NPDES IP,Sumner,Pierce,6/1/2020,Yes,Design Criteria Exceedance,Exceedance of Design Criteria, , , ,6626.32, , , , ,1625567,36867252,47.19984,-122.25499
690,Port of Olympia - Cascade Pole Site,WA0040533,Active,Industrial NPDES IP,OLYMPIA,Thurston,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,96.65, , , , ,1625702,9875378,47.0583343505859,-122.902496337891
691,Phillips 66 Company Tacoma Terminal North,WA0000728,Active,Industrial NPDES IP,Tacoma,Pierce,6/1/2020,No,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1628625,55538865,47.25848,-122.43302
692,Phillips 66 Company Tacoma Terminal North,WA0000728,Active,Industrial NPDES IP,Tacoma,Pierce,6/1/2020,Yes,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1628626,55538865,47.25848,-122.43302
693,CHERRYWOOD MOBILE HOME MANOR,WA0037079,Active,Municipal NPDES IP,Puyallup,Pierce,6/1/2020,Yes,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1626511,625996,47.2245445251465,-122.318725585938
694,CATHLAMET WTP,WAG641009,Active,Water Treatment Plant GP,CATHLAMET,Wahkiakum,6/1/2020,N/A,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1626543,20388,46.219783782959,-123.354263305664
695,Schnitzer Steel,WA0040347,Active,Industrial NPDES IP,TACOMA,Pierce,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,63000, , , , ,1626247,1227,47.268440246582,-122.369270324707
696,"Pacific Seafood - Westport, LLC",WA0003352,Active,Industrial NPDES IP,WESTPORT,Grays Harbor,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,1.683, , , , ,1626414,6751045,46.908145904541,-124.116798400879
697,Phillips 66 Company Tacoma Terminal North,WA0000728,Active,Industrial NPDES IP,Tacoma,Pierce,6/1/2020,Yes,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1628627,55538865,47.25848,-122.43302
698,CRYSTAL MOUNTAIN STP,ST0005073,Active,Municipal to ground SWDP IP,ENUMCLAW,Pierce,6/1/2020,No,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1626538,53625354,46.9373359680176,-121.474533081055
699,NATIONAL FROZEN FOODS,ST0006122,Active,Industrial to ground SWDP IP,CHEHALIS,Lewis,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,4.3, , , , ,1627814,485225,46.6655616760254,-122.972503662109
700,"Pacific Seafood - Westport, LLC",WA0003352,Active,Industrial NPDES IP,WESTPORT,Grays Harbor,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,0.9578, , , , ,1626413,6751045,46.908145904541,-124.116798400879
701,"Pacific Seafood - Westport, LLC",WA0003352,Active,Industrial NPDES IP,WESTPORT,Grays Harbor,6/1/2020,Yes,Effluent Violations,Numeric effluent violation, , , ,0.9578, , , , ,1626416,6751045,46.908145904541,-124.116798400879
702,"Pacific Seafood - Westport, LLC",WA0003352,Active,Industrial NPDES IP,WESTPORT,Grays Harbor,6/1/2020,Yes,Effluent Violations,Numeric effluent violation, , , ,1.683, , , , ,1626417,6751045,46.908145904541,-124.116798400879
703,NATIONAL FISH & OYSTER,WA0038407,Active,Industrial NPDES IP,Olympia,Thurston,6/1/2020,No,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1626505,44937688,47.105145,-122.737493
704,FOSTER FARMS KELSO,ST0006171,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,KELSO,Cowlitz,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,597, , , , ,1626218,64552154,46.1259422302246,-122.900398254395
705,RYDERWOOD STP,WA0038695,Active,Municipal NPDES IP,Ryderwood,Cowlitz,6/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total suspended (TSS)),Milligrams/L (mg/L),Average, ,75 / 75, , ,001,1625900,2740310,46.3805529735099,-123.048325337035
706,RYDERWOOD STP,WA0038695,Active,Municipal NPDES IP,Ryderwood,Cowlitz,6/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,pH (Hydrogen Ion),Standard Units,Single Sample, ,9 / 9, , ,001,1625902,2740310,46.3805529735099,-123.048325337035
707,CAMAS STP,WA0020249,Active,Municipal NPDES IP,Camas,Clark,6/1/2020,No,Reporting Violations,Late Submittal of DMRs, , , , , , , , ,1626433,74959167,45.57866,-122.39447
708,FOSTER FARMS KELSO,ST0006171,Active,Industrial (IU) to POTW/PRIVATE SWDP IP,KELSO,Cowlitz,6/1/2020,No,Effluent Violations,Numeric effluent violation, , , ,362.333, , , , ,1626217,64552154,46.1259422302246,-122.900398254395
709,RYDERWOOD STP,WA0038695,Active,Municipal NPDES IP,Ryderwood,Cowlitz,6/1/2020,No,Monitoring Violations,Frequency of Sampling Violation,Solids (Residue) (Total suspended (TSS)),Milligrams/L (mg/L),Single Sample, , , , ,001,1625900,2740310,46.3805529735099,-123.048325337035
